Lap Distance,Cornering,Inclines,Camber,Grip,Wind (Avg. Speed),Temperature,Humidity,Air Density,Air Pressure,Wind (Gusts),Altitude,Roughness,Width,Rear Wing,Engine,Front Wing,Brake Balance,Differential,Suspension,Lap Time
3.4,20,65,3,82,80,29,40,13,75,52,77,53,80,500,1,262,272,41,189,65.401
5.1,15,78,34,13,32,26,94,80,82,26,21,85,21,193,196,1,13,117,140,97.425
3,36,80,3,63,30,6,28,52,58,82,78,63,26,331,1,333,4,1,228,57.633
4.3,85,46,21,92,16,35,22,38,54,25,51,91,95,287,1,245,500,500,91,82.266
3,30,81,59,43,50,10,84,47,78,84,16,10,51,260,204,251,23,1,195,57.609
3.1,24,50,59,29,8,30,46,0,64,66,1,52,98,500,1,414,358,136,130,59.034
4.7,56,62,80,13,99,37,2,51,4,0,65,31,8,482,5,500,123,157,1,90.042
4.8,42,70,4,39,48,23,3,58,81,50,21,88,23,350,1,83,110,145,135,91.584
5.1,10,51,97,54,42,38,70,41,3,93,47,58,41,500,180,418,164,148,136,99.198
3.1,74,38,58,29,75,28,41,30,84,48,18,10,8,265,1,164,1,57,85,59.056
4.5,93,64,22,10,54,30,92,37,2,87,53,95,78,500,1,500,500,355,1,85.123
3.5,96,63,4,12,60,20,91,72,70,10,16,26,91,457,1,277,286,321,1,66.884
5.1,4,79,75,77,39,27,3,89,7,92,91,99,50,282,124,229,1,182,378,99.551
4.4,95,97,69,80,86,15,21,39,52,98,63,56,77,500,1,500,249,422,1,84.001
3.9,16,34,18,94,0,0,3,98,34,65,15,16,52,1,1,54,58,1,302,73.613
4.6,12,17,15,6,95,31,28,64,62,89,71,71,47,277,61,155,168,88,1,88.766
4.3,37,13,64,25,5,38,72,22,60,32,93,94,36,284,89,62,91,1,129,82.322
3.6,23,29,83,15,39,12,68,18,46,54,27,10,45,259,1,165,1,24,96,68.108
4.7,23,3,95,67,56,34,0,43,87,25,74,66,71,1,1,52,71,1,202,89.659
4.8,67,14,22,79,91,11,48,1,65,1,11,10,94,398,147,341,155,220,92,93.292
5.1,85,2,9,26,75,28,77,4,0,68,58,76,96,500,1,500,500,1,117,96.717
4.5,89,84,22,86,36,10,97,3,99,86,85,95,85,500,1,465,435,343,205,86.046
2.9,66,7,13,9,68,5,23,90,74,78,75,75,31,206,141,137,179,1,100,55.52
2.9,75,90,44,71,6,22,11,81,34,99,8,78,72,275,278,414,426,493,84,56.596
4.9,14,12,49,11,56,17,98,24,72,27,29,27,75,214,141,149,23,1,210,93.786
3.6,75,13,29,75,84,3,94,49,50,38,6,20,34,500,13,412,235,67,310,69.755
3.9,83,39,2,89,45,29,68,61,88,65,11,42,57,295,245,141,330,403,204,74.336
3.8,19,95,21,24,78,17,32,91,44,47,83,42,95,232,123,98,257,269,1,73.151
4.6,38,49,86,36,64,19,33,82,54,44,91,22,50,120,1,227,201,102,33,88.487
3.9,81,100,16,86,42,4,69,24,0,4,64,3,87,500,12,412,176,436,1,73.841
3.3,78,11,90,75,5,6,44,73,33,39,44,5,70,206,1,76,286,189,340,63.97
3.5,99,34,84,58,44,15,79,9,85,30,65,77,37,500,102,458,500,249,201,67.409
4,94,9,37,72,36,20,97,78,46,56,37,92,65,309,1,308,500,173,271,77.388
4.7,29,70,58,32,89,28,22,32,75,61,34,71,2,500,85,104,51,1,112,89.853
5,24,66,74,25,90,38,54,47,9,64,63,97,2,422,57,474,188,53,85,96.631
4.2,54,78,2,36,29,26,9,83,17,25,73,42,52,417,100,224,223,194,36,80.483
3.4,96,81,55,76,95,39,12,53,37,13,20,95,40,500,87,277,486,339,184,65.529
3.2,30,71,70,1,30,36,85,93,53,2,79,82,61,136,1,141,177,182,1,61.455
5.1,94,5,26,89,98,2,10,67,70,5,86,33,60,211,1,331,167,138,198,97.726
5.1,65,46,65,73,38,32,38,30,43,56,100,55,10,500,1,405,137,185,36,98.617
4.1,74,42,62,1,43,18,4,26,30,40,80,64,87,340,1,381,230,147,9,78.717
4.7,99,2,14,71,26,2,1,26,85,36,29,40,29,226,1,70,214,1,34,89.913
3.1,24,38,46,70,15,22,15,21,77,63,28,99,50,119,101,1,385,129,233,60.341
3,63,60,59,47,9,27,49,49,70,99,88,78,15,218,1,83,1,87,16,58.281
4.8,25,58,97,84,48,2,39,35,81,78,18,93,78,229,28,13,58,75,283,92.057
4.8,76,33,14,15,67,4,85,35,43,48,47,65,67,500,1,354,285,5,1,90.748
4.1,34,52,12,5,16,14,54,8,31,84,58,91,78,500,1,350,113,84,81,78.169
4.7,20,96,45,96,3,16,15,65,71,49,73,83,69,182,113,206,68,362,172,90.201
3.9,73,79,15,85,76,9,33,93,66,60,62,46,49,439,1,324,205,275,16,75.216
4.1,91,26,63,46,62,38,68,72,27,11,82,5,11,238,1,280,145,127,1,78.652
5.1,64,16,54,48,27,18,86,30,59,49,42,36,63,298,144,149,211,1,193,97.743
4.8,98,70,92,80,6,27,75,15,30,32,11,76,32,500,142,460,484,348,1,92.239
4.2,30,25,68,60,93,5,90,3,88,30,90,65,8,319,1,216,76,98,171,80.428
4.6,95,69,98,58,43,7,95,90,5,25,10,32,52,423,1,500,141,214,41,89.166
4.2,93,51,10,59,99,10,32,86,84,91,85,73,50,482,79,288,284,289,183,79.907
4.1,24,96,33,47,59,8,95,57,84,91,1,57,30,488,341,226,1,101,19,77.889
5,38,79,83,71,27,13,72,23,11,94,89,11,30,500,1,500,1,159,265,95.852
4.7,23,83,9,15,63,15,52,76,73,95,81,0,78,196,1,229,79,214,83,89.201
3.7,60,29,68,4,93,26,53,58,61,26,22,19,65,452,1,297,103,1,1,70.886
4.2,20,95,86,88,96,16,98,30,34,24,14,93,78,500,382,246,88,166,151,81.335
3.8,70,68,43,18,42,25,88,13,26,13,62,25,56,440,71,352,131,45,137,73.032
4.5,4,76,81,20,14,5,42,31,86,94,86,27,25,201,23,195,1,1,120,85.496
3.9,93,2,84,78,91,0,97,82,81,10,23,81,79,290,11,97,314,2,409,74.52
3,49,9,30,54,98,31,14,56,74,16,93,85,84,283,1,5,454,205,212,57.653
3.7,18,39,1,69,45,15,55,12,12,15,75,12,45,425,94,323,105,147,193,71.038
4.9,6,7,1,40,47,3,73,49,41,59,30,8,98,1,25,35,1,1,183,92.872
4.6,53,92,47,52,4,6,98,31,4,52,21,64,57,388,1,419,72,347,1,89.287
4,47,14,93,8,23,38,16,99,47,60,68,20,44,118,150,1,53,1,1,77.607
3.4,66,42,21,44,51,25,35,71,1,20,92,7,97,500,1,347,289,241,150,64.803
2.9,30,70,49,81,68,17,0,50,3,5,21,66,14,402,1,310,65,160,292,55.399
3.6,70,33,32,98,46,15,25,58,98,65,90,76,82,299,1,81,187,270,114,69.987
3.5,90,45,19,4,46,4,71,86,50,46,77,9,89,456,1,261,301,208,179,66.995
3.3,5,98,66,17,3,3,31,75,97,84,88,80,4,164,1,100,1,91,170,63.562
2.9,100,37,92,34,5,20,72,32,32,3,77,55,54,500,15,500,431,249,117,55.031
4.2,19,52,7,29,20,2,25,11,52,12,2,78,12,427,143,3,1,1,31,81.345
4.9,65,41,8,2,83,38,52,86,13,86,28,35,22,499,1,486,79,1,1,93.508
4.5,17,25,8,12,47,4,70,32,61,27,25,45,4,88,87,63,84,117,31,87.407
5,12,92,81,22,24,36,15,28,62,89,57,51,53,452,1,196,1,107,175,95.872
5.1,94,60,90,76,91,36,68,50,65,81,85,50,97,500,16,347,377,500,39,97.606
4.8,79,30,91,75,66,35,41,89,93,66,7,44,80,249,362,121,456,243,186,92.919
3.7,43,56,47,13,22,7,11,31,80,95,4,14,91,179,1,161,195,30,45,69.479
3.8,99,48,71,76,7,8,12,5,64,46,98,76,65,455,1,335,500,248,1,72.826
3.1,17,12,47,38,52,20,25,34,50,81,46,9,49,38,1,188,57,1,116,58.933
3,8,88,56,74,59,4,30,96,14,2,5,68,2,208,85,15,1,135,273,57.702
4,77,18,37,91,72,22,8,43,70,44,48,63,3,244,150,176,63,36,137,76.148
4.8,67,99,91,0,31,22,70,66,10,12,14,97,39,454,1,356,316,271,144,92.444
4.6,7,62,56,70,96,15,23,15,6,90,54,84,23,393,1,440,1,1,313,87.75
4.5,40,91,39,23,37,11,99,99,92,98,62,59,53,210,433,112,19,200,1,85.885
5,54,90,41,86,62,29,10,87,32,44,41,15,16,201,245,254,130,93,196,97.57
4.5,6,62,83,53,9,2,30,44,78,84,60,27,38,83,17,1,12,34,234,84.897
3.3,33,46,92,42,4,18,16,41,13,8,83,9,81,116,117,168,146,1,208,63.397
3.8,73,12,10,75,18,14,27,90,62,94,9,88,45,48,85,149,287,237,150,73.003
4.4,72,11,62,33,7,17,81,85,85,66,48,51,46,163,157,27,106,1,214,84.867
4.3,15,76,41,28,65,9,13,1,48,64,72,86,1,500,1,418,1,1,97,80.751
3.6,26,18,10,15,56,3,62,72,99,3,69,58,1,141,37,1,1,1,37,68.173
5,68,84,31,81,93,10,5,0,23,22,66,39,27,500,1,489,1,1,163,95.083
2.9,37,8,69,45,53,11,36,40,45,4,6,73,85,253,1,1,211,1,362,55.345
5.1,93,67,73,20,87,6,23,87,41,49,20,82,45,322,1,442,361,116,168,98.323
4.2,8,32,76,98,60,26,56,34,23,7,9,37,84,239,198,279,102,210,186,81.147
3.5,55,89,24,12,34,34,78,19,78,51,50,73,6,453,1,417,1,1,4,66.884
4.8,89,46,69,76,69,15,64,53,29,50,85,4,81,500,42,500,226,420,120,91.578
5.1,13,34,30,1,61,28,84,8,63,17,53,65,19,500,119,34,1,1,6,98.476
4.5,57,58,41,41,55,22,99,76,69,86,47,61,32,273,277,356,96,60,60,87.027
3.1,74,14,73,4,29,35,29,72,86,55,32,49,66,178,18,206,352,71,114,59.334
3.3,98,54,98,91,34,8,92,29,76,16,75,40,59,389,154,454,342,424,153,63.116
3,99,8,74,1,19,13,4,36,37,28,86,48,60,274,2,273,308,168,1,57.425
5.1,45,37,54,59,92,35,46,98,28,2,5,23,78,107,75,22,162,270,313,99.138
4.2,7,63,0,93,79,26,61,85,69,15,59,23,16,144,210,146,137,45,280,81.278
2.9,5,68,52,30,33,27,65,7,4,81,70,14,21,391,1,370,87,1,35,55.064
3.8,70,47,64,69,69,19,1,13,88,7,79,94,69,435,21,29,213,1,330,74.278
4.6,88,21,47,45,77,21,2,41,37,99,22,60,29,349,21,337,161,1,239,88.273
4.1,50,85,99,15,30,14,89,54,53,71,50,56,36,381,49,327,171,1,159,78.358
3.1,68,93,8,95,39,32,14,2,79,80,97,44,88,500,1,338,192,500,260,59.854
4.5,10,81,34,26,60,10,60,7,18,56,70,100,30,500,147,212,264,1,277,87.462
3.9,88,88,0,77,16,25,94,34,77,94,53,16,36,411,364,270,229,472,122,75.972
3.6,88,94,44,20,62,36,23,85,80,41,66,54,40,352,1,242,232,477,1,68.748
4.6,6,64,82,11,15,20,52,69,45,81,31,100,60,390,1,68,137,20,110,87.585
3.1,58,87,42,35,37,18,72,93,12,91,41,82,6,500,197,277,31,153,70,59.46
3.2,97,44,0,87,5,23,95,98,19,55,52,92,93,500,248,165,500,500,245,61.579
4.6,95,25,66,4,30,34,54,5,78,89,40,80,37,398,9,302,203,64,95,87.961
3.6,42,92,83,64,67,38,67,15,54,45,21,34,72,500,131,340,312,282,210,68.809
3.6,62,96,52,40,97,33,63,23,17,21,27,22,39,500,1,500,77,173,77,68.11
3.3,35,47,90,82,17,4,32,91,95,54,21,98,33,70,42,1,174,100,371,62.886
4.6,79,86,31,61,63,14,56,81,6,35,64,14,72,500,1,500,314,366,24,87.354
3,52,20,46,28,88,15,35,2,78,87,9,18,28,298,1,450,163,1,198,57.712
4.3,60,58,30,85,78,25,28,74,59,43,85,1,7,238,77,187,100,193,156,82.416
4.7,5,62,47,2,77,9,38,23,10,15,74,79,52,500,1,143,138,1,78,89.314
3.7,58,66,83,50,29,34,50,85,6,79,57,18,28,248,84,296,105,261,49,71.358
4.4,65,26,82,30,30,28,70,93,38,33,99,99,66,323,144,1,500,124,149,85.016
3.3,77,16,12,53,80,13,26,52,50,55,90,90,93,409,1,122,478,113,104,63.191
3.9,45,72,35,94,65,5,52,83,75,37,34,86,91,252,245,6,271,339,110,74.947
5.1,96,79,70,27,33,40,2,23,79,31,64,9,46,385,1,388,338,493,1,97.177
5,8,8,92,16,56,17,92,4,13,67,97,39,43,500,1,396,1,18,206,94.741
3.3,11,16,74,31,42,28,55,99,70,2,5,60,11,159,249,105,1,1,252,63.648
4.1,52,94,32,57,85,28,45,59,67,33,42,25,64,324,40,286,103,274,1,78.564
3.3,29,78,22,60,73,18,43,71,47,79,16,7,11,426,176,285,163,53,87,63.266
4.6,14,56,17,48,84,34,23,61,38,32,41,67,44,346,67,124,110,1,85,87.22
3.3,61,91,32,46,47,6,6,36,52,97,53,31,91,483,1,242,125,267,1,63.591
4.6,9,96,33,11,14,40,99,56,99,39,68,96,84,343,500,58,345,137,177,88.659
3.6,40,68,19,44,17,6,58,62,28,60,98,90,24,418,94,292,42,1,151,68.828
4.1,75,93,55,57,95,6,11,93,29,11,6,61,81,465,108,438,356,274,1,79.067
3.5,80,97,46,66,83,35,59,82,4,93,71,38,89,354,214,350,500,500,186,68.677
4.7,18,75,83,72,27,6,17,60,34,92,79,29,46,299,1,310,1,13,128,89.404
2.9,98,33,84,27,6,2,32,98,59,60,51,12,49,193,1,242,180,335,76,55.426
5.1,36,67,65,10,30,10,22,1,58,23,50,17,97,437,91,500,204,36,27,97.729
4,33,42,87,20,98,31,65,83,1,97,42,53,65,500,60,357,214,35,47,76.536
4.8,63,82,42,86,62,11,67,72,45,5,95,54,13,479,1,217,41,38,213,92.274
4.2,94,76,32,91,61,33,2,65,50,29,43,93,3,341,1,392,143,379,124,80.892
5.1,30,63,18,44,97,37,39,79,70,35,36,37,41,427,50,231,206,217,14,99.3
4.6,43,28,36,5,85,3,63,97,72,60,87,36,7,288,1,76,1,115,35,87.829
3.2,19,73,57,26,59,21,65,99,76,51,28,43,50,121,365,1,199,1,25,62.022
5.1,24,7,67,83,9,29,57,68,74,77,17,7,9,1,84,1,1,1,131,96.719
3.7,56,80,20,16,59,3,17,23,64,8,29,93,57,500,130,130,201,1,17,71.331
3.4,15,41,71,90,38,11,76,71,92,30,44,19,54,52,76,1,119,1,313,65.263
4.2,71,96,83,68,88,15,96,29,79,68,53,7,17,500,235,386,1,117,69,79.94
3.9,31,64,11,16,100,39,94,36,47,79,8,93,45,461,317,441,204,68,213,74.772
3.6,83,85,75,82,47,26,4,46,91,30,45,91,3,333,18,300,137,17,1,69.394
3.2,52,32,85,77,74,32,27,90,74,52,80,29,100,135,168,94,294,500,234,60.96
5,30,92,11,97,96,16,50,9,35,0,61,16,56,472,151,338,25,342,15,96.946
3.3,62,95,32,71,16,26,47,25,90,76,30,22,40,430,52,127,269,226,72,63.859
4.2,27,5,3,53,91,27,22,40,13,99,68,43,10,451,1,167,178,1,271,81.267
3.7,22,78,53,20,90,14,6,60,89,86,0,83,15,195,202,111,54,1,123,70.588
3.6,60,38,89,78,35,38,99,96,97,82,83,39,57,1,500,75,347,492,74,70.219
4,87,58,73,63,40,28,11,33,95,60,17,51,3,345,1,243,1,62,180,76.398
3.3,32,48,33,93,11,37,82,57,19,4,83,79,86,253,112,310,133,487,306,64.374
3.8,43,61,58,65,10,31,41,64,52,43,26,12,62,103,1,80,117,287,1,73.555
3.1,100,70,52,57,11,32,90,42,1,99,70,34,49,462,1,500,500,337,149,59.38
4.6,99,81,0,88,90,15,20,11,98,8,23,16,78,461,94,237,381,461,1,87.806
4.1,85,3,33,74,91,17,11,39,44,32,77,17,29,288,106,229,85,63,180,78.066
4,3,11,41,34,97,14,95,26,74,62,49,45,72,270,77,22,146,1,299,76.38
5.1,31,65,75,28,95,10,20,68,20,80,76,22,87,498,1,288,85,47,210,97.419
4.3,19,61,29,44,85,34,41,55,77,75,45,25,54,239,94,249,71,1,14,82.204
3.7,98,74,73,64,34,0,12,95,22,34,5,83,56,339,1,236,500,276,1,71.508
4,87,87,29,70,23,18,38,71,32,44,63,76,93,500,1,390,281,475,169,76.376
4.2,25,81,67,37,55,14,98,95,2,20,53,11,36,500,201,464,118,127,1,81.295
3.4,100,31,89,10,95,4,26,6,15,16,72,19,24,500,1,465,119,1,146,64.742
3.3,58,10,77,62,37,23,64,78,20,26,42,32,37,239,25,148,269,1,324,63.462
4.2,44,10,84,21,56,7,7,13,52,4,36,19,55,296,1,181,185,70,204,80.152
3.3,26,95,21,30,73,39,62,83,73,1,10,40,27,313,421,172,209,67,10,63.759
3,48,63,21,62,18,12,92,56,28,26,6,6,12,238,50,404,1,183,75,57.91
3.8,22,23,14,94,57,8,31,96,17,60,99,23,18,127,102,1,35,139,61,73.681
3.1,93,31,83,90,80,1,46,20,4,100,14,70,78,500,1,500,382,70,333,59.16
4.9,10,25,80,44,12,25,79,31,22,75,20,31,62,341,1,198,132,52,111,93.91
5,87,29,86,19,33,17,76,24,79,37,34,61,17,448,1,357,267,50,22,95.511
5.1,67,62,96,75,13,7,86,100,5,34,17,45,88,329,228,306,157,498,210,98.1
3.9,57,87,46,35,62,1,69,30,72,1,49,98,24,416,35,310,72,154,1,75.599
4.5,75,24,38,91,17,36,85,91,7,23,95,13,95,173,1,364,488,500,80,87.64
3.4,11,11,84,45,76,15,41,98,84,86,92,7,92,143,95,1,103,48,306,64.862
4.2,39,54,8,60,65,38,44,51,23,0,95,84,57,276,1,330,380,299,169,81.713
4.8,13,74,50,10,99,29,3,68,1,64,19,43,82,500,1,282,18,32,80,91.42
4.8,44,71,12,97,3,30,87,17,10,0,26,17,23,461,227,462,187,224,2,93.353
5.1,62,90,54,25,87,0,81,22,96,29,12,58,10,410,137,176,43,88,105,98.081
5,45,87,57,23,2,24,78,34,5,88,77,69,39,410,16,456,198,247,1,96.201
5.1,36,67,47,28,59,37,80,39,73,88,46,3,38,430,150,145,189,173,136,99.075
4.3,57,72,23,0,32,4,14,52,51,29,70,86,64,277,46,98,309,68,1,82.586
3.5,84,96,60,95,48,5,75,97,21,6,59,37,43,332,186,242,151,432,162,66.925
3,37,28,18,96,54,25,39,96,3,1,26,19,52,117,1,314,239,94,126,58.739
4.7,35,77,71,2,6,30,81,55,32,12,18,48,40,245,1,204,39,106,1,89.612
5.1,43,4,74,48,39,22,9,35,10,8,11,92,97,282,88,148,403,117,250,96.744
3.1,54,19,1,42,52,25,54,2,88,75,45,10,72,282,1,345,234,148,235,59.851
3.9,70,59,54,67,48,4,48,33,41,16,75,17,62,453,35,304,154,18,24,74.482
3,32,1,66,46,66,12,71,100,93,30,63,32,80,1,91,73,181,86,315,57.101
4.1,59,36,66,59,49,15,6,78,94,19,64,88,29,13,1,174,237,1,48,79.302
4.1,35,2,99,98,45,31,5,10,53,23,31,2,53,216,1,14,59,41,309,78.372
4.3,35,13,46,13,14,21,30,34,37,13,25,97,80,101,1,103,440,1,283,82.632
4.8,22,96,78,40,59,9,70,47,97,91,83,44,24,304,129,2,169,1,161,92.7
4.5,48,90,52,40,69,18,99,31,26,59,9,60,28,460,186,493,1,60,55,85.949
4.6,11,59,44,36,60,5,81,45,93,86,3,65,79,261,145,1,63,1,226,87.195
3.5,87,99,22,77,88,20,42,8,62,36,87,50,81,371,1,344,489,462,161,68.005
3.1,87,15,1,43,67,6,10,98,8,82,53,73,38,215,1,294,265,10,162,58.969
4.8,89,65,23,44,85,15,98,4,7,84,30,55,77,375,123,500,412,229,200,92.73
5,58,28,46,57,10,37,63,72,29,36,65,78,52,303,133,290,343,112,89,96.842
3.3,40,37,29,66,4,9,44,50,59,58,93,53,40,260,93,172,1,1,217,63.627
3.1,89,69,27,38,12,29,81,44,61,74,67,32,33,500,1,438,351,342,55,59.79
3.2,75,43,50,82,46,29,25,91,95,61,33,94,3,251,123,98,169,1,232,61.723
3.7,48,54,89,94,13,36,99,63,49,10,62,55,43,330,409,114,153,208,307,70.651
4,13,89,3,1,27,15,22,24,20,86,33,51,70,474,1,403,70,155,1,76.581
4.3,74,29,99,59,1,26,3,25,52,73,11,74,28,197,1,91,216,155,86,82.385
4.7,32,29,10,36,37,6,42,79,55,25,96,87,92,142,79,1,199,150,167,89.897
2.9,0,4,90,34,88,34,83,45,75,13,69,48,6,114,80,153,98,1,193,56.1
3.5,49,26,60,90,12,15,49,13,90,79,86,39,59,194,108,65,109,224,346,67.754
3.5,25,91,8,22,62,32,59,89,53,33,86,46,43,295,111,299,77,247,52,67.009
4.1,32,98,88,89,87,5,74,41,48,26,22,5,99,453,294,463,79,323,288,80.229
4.6,90,4,3,72,77,11,7,27,54,29,48,22,56,376,1,169,272,83,246,88.049
3.6,58,27,92,18,12,7,59,72,26,22,67,83,28,323,1,58,106,1,43,68.747
5.1,73,20,93,43,65,38,48,87,81,14,50,14,78,1,151,89,362,256,170,97.433
3.4,41,49,16,3,26,5,54,98,50,24,72,49,99,229,19,143,464,254,79,65.716
4.8,1,28,16,7,29,31,83,41,98,76,98,54,61,1,154,1,34,1,94,91.016
4.1,5,73,49,22,83,12,95,66,28,99,2,88,82,500,121,183,147,125,156,78.309
3.4,23,85,77,31,45,13,42,84,17,36,40,85,70,500,1,141,89,1,25,65.815
3.3,14,8,90,49,36,29,88,37,66,33,21,11,31,217,84,37,157,28,341,63.776
4.5,7,34,98,60,90,1,13,12,88,36,42,91,4,261,1,1,1,1,339,85.021
4.3,32,57,8,66,45,16,21,83,28,68,35,79,49,321,1,44,289,20,14,83.499
3.6,42,82,42,65,7,4,53,90,44,36,55,52,50,295,1,63,144,280,153,69.172
4.1,95,94,4,29,22,28,56,17,57,95,3,47,21,378,1,426,374,373,89,79.579
4.9,42,89,64,77,39,29,14,87,66,73,20,61,66,173,279,242,202,314,1,94.063
4.8,50,38,66,76,99,32,95,91,80,3,50,48,8,480,392,46,143,207,38,93.674
3.6,44,17,59,36,52,6,100,82,36,54,23,45,7,457,1,268,130,107,55,69.945
4.6,36,66,69,91,17,10,42,42,68,35,88,92,11,362,30,139,162,1,318,87.777
4.7,10,10,31,61,3,16,60,28,57,29,11,94,85,166,96,1,207,128,289,89.519
3.6,33,51,83,98,96,24,61,48,96,14,89,79,97,184,189,65,439,500,248,69.499
4.1,91,83,54,43,15,20,28,80,13,86,25,14,67,329,37,436,207,485,1,78.756
4.4,60,96,90,95,44,16,8,50,83,39,70,34,17,218,119,160,208,171,1,85.633
4.9,27,54,28,82,59,2,85,76,62,67,77,83,77,282,135,93,33,148,66,95.094
4.2,33,22,1,48,50,25,43,15,12,76,70,66,76,312,1,443,248,1,90,80.564
3.3,93,14,17,55,86,15,78,1,71,27,61,53,26,500,135,363,343,39,269,63.909
3.8,66,14,79,32,95,16,89,72,88,40,35,70,60,330,1,177,250,23,264,72.163
3.7,49,91,46,79,85,14,83,90,46,26,41,99,48,500,359,340,182,407,203,71.709
3.9,97,43,86,97,89,10,32,75,22,4,6,99,37,429,1,464,415,296,268,74.323
3.2,48,23,40,18,53,13,26,87,11,76,46,93,69,387,96,82,371,66,279,61.964
3.5,50,35,9,67,17,8,96,94,23,21,62,25,60,100,78,38,250,58,158,68.036
4.3,37,26,19,2,65,37,45,48,6,81,16,7,26,310,1,294,196,75,37,82.458
4.9,70,56,82,68,80,40,93,82,85,91,85,20,64,495,208,384,370,377,248,96.205
3.9,85,30,21,23,70,6,14,70,55,29,15,17,67,209,1,134,357,53,213,75.377
3.5,65,61,18,95,14,19,32,3,98,55,72,24,61,259,68,67,133,175,94,67.193
3.1,16,38,75,69,50,32,91,72,65,34,25,58,7,154,179,150,1,1,291,59.425
3.8,86,97,26,93,56,14,26,54,83,13,55,88,50,382,219,204,287,388,60,72.98
3.3,36,72,18,37,36,13,28,67,39,54,15,10,53,208,1,121,183,199,206,64.034
4.7,40,47,79,21,34,39,72,19,38,91,91,74,96,322,48,387,328,365,77,91.162
5.1,89,99,37,77,37,32,18,17,62,34,73,81,68,500,1,494,244,500,217,98.221
4.4,62,62,53,63,96,16,29,17,76,11,11,44,74,414,152,399,263,197,236,84.717
2.9,97,78,72,37,18,38,46,33,21,24,5,69,15,347,172,500,261,391,91,56.262
3.9,11,77,72,57,46,1,10,31,90,42,99,25,67,247,1,1,1,142,117,74.972
4.4,26,96,65,20,89,30,80,95,3,18,33,72,38,469,34,497,1,282,14,85.167
4.7,32,49,55,59,10,28,38,23,17,28,3,26,52,244,147,198,33,186,201,91.314
2.9,53,92,8,18,1,34,76,3,65,56,91,66,30,500,104,369,261,1,1,55.814
4.5,42,66,63,87,8,0,75,32,87,77,65,35,72,133,36,74,52,1,191,86.493
4.6,92,50,55,25,8,9,75,96,32,36,6,94,74,215,3,193,271,418,198,89.402
3.3,65,21,44,89,41,28,44,83,23,65,82,7,38,173,1,232,164,73,150,62.786
2.9,82,57,7,4,98,4,66,6,69,40,91,23,28,370,1,460,14,1,1,55.209
4.5,42,30,29,95,84,4,55,52,63,3,71,100,27,462,1,142,342,32,180,86.161
4.4,64,60,58,48,38,14,16,28,89,92,64,50,7,222,57,343,1,161,128,85.212
4.9,35,94,93,55,25,6,13,97,97,81,31,32,28,28,197,20,61,102,166,92.182
3,26,43,32,90,59,1,21,42,58,26,78,5,97,85,109,55,99,166,73,58.175
4.1,18,13,57,51,33,7,73,65,63,75,68,32,93,181,96,1,255,18,360,79.419
3.6,15,38,87,37,50,6,28,6,54,73,100,50,65,276,35,142,99,1,169,68.471
3.9,8,91,17,61,40,29,51,22,80,86,36,94,23,479,138,106,86,1,76,73.921
4.7,88,4,26,84,14,35,30,63,39,47,45,95,92,274,1,241,500,454,403,90.6
4.6,68,12,27,47,99,6,79,39,73,96,94,19,93,463,67,325,228,18,302,88.177
4.5,29,64,83,34,93,29,82,77,70,37,15,61,21,274,136,16,1,36,259,87.412
3.9,24,72,77,24,78,28,21,93,79,63,48,50,66,125,85,1,19,255,1,75.465
4.8,69,37,62,79,37,22,83,55,8,90,95,61,47,334,1,334,78,293,254,93.225
3.2,17,45,50,7,28,18,63,33,3,93,6,91,86,351,114,205,363,134,19,62.995
5,21,75,3,59,56,17,87,67,66,80,45,53,94,430,318,153,239,165,40,96.35
3.8,80,83,38,18,50,33,43,69,31,89,75,27,11,500,133,500,187,36,61,73.485
4.1,44,59,49,73,73,17,34,6,82,19,46,89,19,500,18,154,33,16,189,78.045
2.9,87,44,48,26,30,31,73,99,30,6,81,18,41,160,1,197,254,274,5,54.843
4.9,5,81,71,16,34,26,19,47,53,68,13,77,27,150,77,1,1,1,166,93.563
4.7,93,26,77,68,13,19,10,34,43,31,92,80,10,363,1,214,274,106,298,89.871
3.6,1,44,17,96,24,13,4,92,69,52,61,11,64,1,165,1,1,1,133,68.206
3.1,13,5,61,55,50,6,3,93,97,62,14,89,49,24,1,1,62,124,332,58.776
4.1,76,66,5,83,35,27,33,88,8,48,13,42,11,500,27,480,1,85,150,79.964
4.6,54,57,26,51,2,30,71,29,87,3,49,16,90,218,70,197,374,270,165,88.201
3.8,11,66,21,24,54,37,92,18,12,50,52,54,47,500,85,382,1,104,59,72.458
4.1,79,22,62,66,28,28,93,76,50,2,64,97,11,278,1,281,165,249,121,79.872
4.5,15,24,82,78,65,16,44,30,84,20,40,81,59,223,67,69,22,21,396,85.831
4.5,14,71,52,8,7,11,67,93,88,13,88,78,83,23,17,1,201,24,218,85.323
4.3,14,36,27,73,83,24,47,41,4,64,54,99,49,471,1,367,235,1,402,82.152
2.9,28,56,11,8,57,31,82,66,91,48,3,76,46,220,183,207,1,10,130,55.718
3.5,47,82,88,73,40,35,84,94,93,91,52,6,100,86,328,60,439,500,60,67.371
4.1,16,31,83,37,55,18,55,17,32,87,56,89,86,439,25,179,174,59,260,77.662
4.9,67,86,6,94,16,24,75,70,75,35,82,37,46,469,303,102,314,288,1,96.302
2.9,23,49,8,80,38,38,20,83,97,40,76,6,16,1,177,1,169,128,166,55.314
